csvbase_row_id,licenseId,name,isOsiApproved,isFsfLibre,isDeprecatedLicenseId,detailsUrl,referenceNumber,reference,seeAlso
569,SGI-OpenGL,SGI OpenGL License,False,,False,https://spdx.org/licenses/SGI-OpenGL.json,559,https://spdx.org/licenses/SGI-OpenGL.html,['https://gitlab.freedesktop.org/mesa/glw/-/blob/master/README?ref_type=heads']
570,SGP4,SGP4 Permission Notice,False,,False,https://spdx.org/licenses/SGP4.json,290,https://spdx.org/licenses/SGP4.html,['https://celestrak.org/publications/AIAA/2006-6753/faq.php']
571,SHL-0.5,Solderpad Hardware License v0.5,False,,False,https://spdx.org/licenses/SHL-0.5.json,621,https://spdx.org/licenses/SHL-0.5.html,['https://solderpad.org/licenses/SHL-0.5/']
572,SHL-0.51,"Solderpad Hardware License, Version 0.51",False,,False,https://spdx.org/licenses/SHL-0.51.json,36,https://spdx.org/licenses/SHL-0.51.html,['https://solderpad.org/licenses/SHL-0.51/']
573,SimPL-2.0,Simple Public License 2.0,True,,False,https://spdx.org/licenses/SimPL-2.0.json,629,https://spdx.org/licenses/SimPL-2.0.html,['https://opensource.org/licenses/SimPL-2.0']
574,SISSL,Sun Industry Standards Source License v1.1,True,True,False,https://spdx.org/licenses/SISSL.json,656,https://spdx.org/licenses/SISSL.html,"['http://www.openoffice.org/licenses/sissl_license.html', 'https://opensource.org/licenses/SISSL']"
575,SISSL-1.2,Sun Industry Standards Source License v1.2,False,,False,https://spdx.org/licenses/SISSL-1.2.json,400,https://spdx.org/licenses/SISSL-1.2.html,['http://gridscheduler.sourceforge.net/Gridengine_SISSL_license.html']
576,SL,SL License,False,,False,https://spdx.org/licenses/SL.json,631,https://spdx.org/licenses/SL.html,['https://github.com/mtoyoda/sl/blob/master/LICENSE']
577,Sleepycat,Sleepycat License,True,True,False,https://spdx.org/licenses/Sleepycat.json,240,https://spdx.org/licenses/Sleepycat.html,['https://opensource.org/licenses/Sleepycat']
578,SMLNJ,Standard ML of New Jersey License,False,True,False,https://spdx.org/licenses/SMLNJ.json,412,https://spdx.org/licenses/SMLNJ.html,['https://www.smlnj.org/license.html']
579,SMPPL,Secure Messaging Protocol Public License,False,,False,https://spdx.org/licenses/SMPPL.json,319,https://spdx.org/licenses/SMPPL.html,['https://github.com/dcblake/SMP/blob/master/Documentation/License.txt']
580,SNIA,SNIA Public License 1.1,False,,False,https://spdx.org/licenses/SNIA.json,28,https://spdx.org/licenses/SNIA.html,['https://fedoraproject.org/wiki/Licensing/SNIA_Public_License']
581,snprintf,snprintf License,False,,False,https://spdx.org/licenses/snprintf.json,506,https://spdx.org/licenses/snprintf.html,['https://github.com/openssh/openssh-portable/blob/master/openbsd-compat/bsd-snprintf.c#L2']
582,softSurfer,softSurfer License,False,,False,https://spdx.org/licenses/softSurfer.json,498,https://spdx.org/licenses/softSurfer.html,"['https://github.com/mm2/Little-CMS/blob/master/src/cmssm.c#L207', 'https://fedoraproject.org/wiki/Licensing/softSurfer']"
583,Soundex,Soundex License,False,,False,https://spdx.org/licenses/Soundex.json,3,https://spdx.org/licenses/Soundex.html,['https://metacpan.org/release/RJBS/Text-Soundex-3.05/source/Soundex.pm#L3-11']
584,Spencer-86,Spencer License 86,False,,False,https://spdx.org/licenses/Spencer-86.json,255,https://spdx.org/licenses/Spencer-86.html,['https://fedoraproject.org/wiki/Licensing/Henry_Spencer_Reg-Ex_Library_License']
585,Spencer-94,Spencer License 94,False,,False,https://spdx.org/licenses/Spencer-94.json,227,https://spdx.org/licenses/Spencer-94.html,"['https://fedoraproject.org/wiki/Licensing/Henry_Spencer_Reg-Ex_Library_License', 'https://metacpan.org/release/KNOK/File-MMagic-1.30/source/COPYING#L28']"
586,Spencer-99,Spencer License 99,False,,False,https://spdx.org/licenses/Spencer-99.json,280,https://spdx.org/licenses/Spencer-99.html,['http://www.opensource.apple.com/source/tcl/tcl-5/tcl/generic/regfronts.c']
587,SPL-1.0,Sun Public License v1.0,True,True,False,https://spdx.org/licenses/SPL-1.0.json,575,https://spdx.org/licenses/SPL-1.0.html,['https://opensource.org/licenses/SPL-1.0']
588,ssh-keyscan,ssh-keyscan License,False,,False,https://spdx.org/licenses/ssh-keyscan.json,77,https://spdx.org/licenses/ssh-keyscan.html,['https://github.com/openssh/openssh-portable/blob/master/LICENCE#L82']
589,SSH-OpenSSH,SSH OpenSSH license,False,,False,https://spdx.org/licenses/SSH-OpenSSH.json,533,https://spdx.org/licenses/SSH-OpenSSH.html,['https://github.com/openssh/openssh-portable/blob/1b11ea7c58cd5c59838b5fa574cd456d6047b2d4/LICENCE#L10']
590,SSH-short,SSH short notice,False,,False,https://spdx.org/licenses/SSH-short.json,438,https://spdx.org/licenses/SSH-short.html,"['https://github.com/openssh/openssh-portable/blob/1b11ea7c58cd5c59838b5fa574cd456d6047b2d4/pathnames.h', 'http://web.mit.edu/kolya/.f/root/athena.mit.edu/sipb.mit.edu/project/openssh/OldFiles/src/openssh-2.9.9p2/ssh-add.1', 'https://joinup.ec.europa.eu/svn/lesoll/trunk/italc/lib/src/dsa_key.cpp']"
591,SSLeay-standalone,SSLeay License - standalone,False,,False,https://spdx.org/licenses/SSLeay-standalone.json,420,https://spdx.org/licenses/SSLeay-standalone.html,['https://www.tq-group.com/filedownloads/files/software-license-conditions/OriginalSSLeay/OriginalSSLeay.pdf']
592,SSPL-1.0,"Server Side Public License, v 1",False,,False,https://spdx.org/licenses/SSPL-1.0.json,283,https://spdx.org/licenses/SSPL-1.0.html,['https://www.mongodb.com/licensing/server-side-public-license']
593,StandardML-NJ,Standard ML of New Jersey License,False,True,True,https://spdx.org/licenses/StandardML-NJ.json,344,https://spdx.org/licenses/StandardML-NJ.html,['https://www.smlnj.org/license.html']
594,SugarCRM-1.1.3,SugarCRM Public License v1.1.3,False,,False,https://spdx.org/licenses/SugarCRM-1.1.3.json,11,https://spdx.org/licenses/SugarCRM-1.1.3.html,['http://www.sugarcrm.com/crm/SPL']
595,Sun-PPP,Sun PPP License,False,,False,https://spdx.org/licenses/Sun-PPP.json,295,https://spdx.org/licenses/Sun-PPP.html,['https://github.com/ppp-project/ppp/blob/master/pppd/eap.c#L7-L16']
596,Sun-PPP-2000,Sun PPP License (2000),False,,False,https://spdx.org/licenses/Sun-PPP-2000.json,484,https://spdx.org/licenses/Sun-PPP-2000.html,['https://github.com/ppp-project/ppp/blob/master/modules/ppp_ahdlc.c#L7-L19']
597,SunPro,SunPro License,False,,False,https://spdx.org/licenses/SunPro.json,442,https://spdx.org/licenses/SunPro.html,"['https://github.com/freebsd/freebsd-src/blob/main/lib/msun/src/e_acosh.c', 'https://github.com/freebsd/freebsd-src/blob/main/lib/msun/src/e_lgammal.c']"
598,SWL,Scheme Widget Library (SWL) Software License Agreement,False,,False,https://spdx.org/licenses/SWL.json,330,https://spdx.org/licenses/SWL.html,['https://fedoraproject.org/wiki/Licensing/SWL']
599,swrule,swrule License,False,,False,https://spdx.org/licenses/swrule.json,204,https://spdx.org/licenses/swrule.html,['https://ctan.math.utah.edu/ctan/tex-archive/macros/generic/misc/swrule.sty']
600,Symlinks,Symlinks License,False,,False,https://spdx.org/licenses/Symlinks.json,141,https://spdx.org/licenses/Symlinks.html,['https://www.mail-archive.com/debian-bugs-rc@lists.debian.org/msg11494.html']
601,TAPR-OHL-1.0,TAPR Open Hardware License v1.0,False,,False,https://spdx.org/licenses/TAPR-OHL-1.0.json,311,https://spdx.org/licenses/TAPR-OHL-1.0.html,['https://www.tapr.org/OHL']
602,TCL,TCL/TK License,False,,False,https://spdx.org/licenses/TCL.json,643,https://spdx.org/licenses/TCL.html,"['http://www.tcl.tk/software/tcltk/license.html', 'https://fedoraproject.org/wiki/Licensing/TCL']"
603,TCP-wrappers,TCP Wrappers License,False,,False,https://spdx.org/licenses/TCP-wrappers.json,243,https://spdx.org/licenses/TCP-wrappers.html,['http://rc.quest.com/topics/openssh/license.php#tcpwrappers']
604,TermReadKey,TermReadKey License,False,,False,https://spdx.org/licenses/TermReadKey.json,27,https://spdx.org/licenses/TermReadKey.html,['https://github.com/jonathanstowe/TermReadKey/blob/master/README#L9-L10']
605,TGPPL-1.0,Transitive Grace Period Public Licence 1.0,False,,False,https://spdx.org/licenses/TGPPL-1.0.json,106,https://spdx.org/licenses/TGPPL-1.0.html,"['https://fedoraproject.org/wiki/Licensing/TGPPL', 'https://tahoe-lafs.org/trac/tahoe-lafs/browser/trunk/COPYING.TGPPL.rst']"
606,threeparttable,threeparttable License,False,,False,https://spdx.org/licenses/threeparttable.json,318,https://spdx.org/licenses/threeparttable.html,['https://fedoraproject.org/wiki/Licensing/Threeparttable']
607,TMate,TMate Open Source License,False,,False,https://spdx.org/licenses/TMate.json,508,https://spdx.org/licenses/TMate.html,['http://svnkit.com/license.html']
608,TORQUE-1.1,TORQUE v2.5+ Software License v1.1,False,,False,https://spdx.org/licenses/TORQUE-1.1.json,107,https://spdx.org/licenses/TORQUE-1.1.html,['https://fedoraproject.org/wiki/Licensing/TORQUEv1.1']
609,TOSL,Trusster Open Source License,False,,False,https://spdx.org/licenses/TOSL.json,108,https://spdx.org/licenses/TOSL.html,['https://fedoraproject.org/wiki/Licensing/TOSL']
610,TPDL,Time::ParseDate License,False,,False,https://spdx.org/licenses/TPDL.json,124,https://spdx.org/licenses/TPDL.html,['https://metacpan.org/pod/Time::ParseDate#LICENSE']
611,TPL-1.0,THOR Public License 1.0,False,,False,https://spdx.org/licenses/TPL-1.0.json,489,https://spdx.org/licenses/TPL-1.0.html,['https://fedoraproject.org/wiki/Licensing:ThorPublicLicense']
612,TTWL,Text-Tabs+Wrap License,False,,False,https://spdx.org/licenses/TTWL.json,37,https://spdx.org/licenses/TTWL.html,"['https://fedoraproject.org/wiki/Licensing/TTWL', 'https://github.com/ap/Text-Tabs/blob/master/lib.modern/Text/Tabs.pm#L148']"
613,TTYP0,TTYP0 License,False,,False,https://spdx.org/licenses/TTYP0.json,540,https://spdx.org/licenses/TTYP0.html,['https://people.mpi-inf.mpg.de/~uwe/misc/uw-ttyp0/']
614,TU-Berlin-1.0,Technische Universitaet Berlin License 1.0,False,,False,https://spdx.org/licenses/TU-Berlin-1.0.json,374,https://spdx.org/licenses/TU-Berlin-1.0.html,['https://github.com/swh/ladspa/blob/7bf6f3799fdba70fda297c2d8fd9f526803d9680/gsm/COPYRIGHT']
615,TU-Berlin-2.0,Technische Universitaet Berlin License 2.0,False,,False,https://spdx.org/licenses/TU-Berlin-2.0.json,257,https://spdx.org/licenses/TU-Berlin-2.0.html,['https://github.com/CorsixTH/deps/blob/fd339a9f526d1d9c9f01ccf39e438a015da50035/licences/libgsm.txt']
616,UCAR,UCAR License,False,,False,https://spdx.org/licenses/UCAR.json,451,https://spdx.org/licenses/UCAR.html,['https://github.com/Unidata/UDUNITS-2/blob/master/COPYRIGHT']
617,UCL-1.0,Upstream Compatibility License v1.0,True,,False,https://spdx.org/licenses/UCL-1.0.json,549,https://spdx.org/licenses/UCL-1.0.html,['https://opensource.org/licenses/UCL-1.0']
618,ulem,ulem License,False,,False,https://spdx.org/licenses/ulem.json,398,https://spdx.org/licenses/ulem.html,['https://mirrors.ctan.org/macros/latex/contrib/ulem/README']
619,UMich-Merit,Michigan/Merit Networks License,False,,False,https://spdx.org/licenses/UMich-Merit.json,586,https://spdx.org/licenses/UMich-Merit.html,['https://github.com/radcli/radcli/blob/master/COPYRIGHT#L64']
620,Unicode-3.0,Unicode License v3,True,,False,https://spdx.org/licenses/Unicode-3.0.json,270,https://spdx.org/licenses/Unicode-3.0.html,['https://www.unicode.org/license.txt']
621,Unicode-DFS-2015,Unicode License Agreement - Data Files and Software (2015),False,,False,https://spdx.org/licenses/Unicode-DFS-2015.json,327,https://spdx.org/licenses/Unicode-DFS-2015.html,['https://web.archive.org/web/20151224134844/http://unicode.org/copyright.html']
622,Unicode-DFS-2016,Unicode License Agreement - Data Files and Software (2016),True,,False,https://spdx.org/licenses/Unicode-DFS-2016.json,477,https://spdx.org/licenses/Unicode-DFS-2016.html,"['https://www.unicode.org/license.txt', 'http://web.archive.org/web/20160823201924/http://www.unicode.org/copyright.html#License', 'http://www.unicode.org/copyright.html']"
623,Unicode-TOU,Unicode Terms of Use,False,,False,https://spdx.org/licenses/Unicode-TOU.json,627,https://spdx.org/licenses/Unicode-TOU.html,"['http://web.archive.org/web/20140704074106/http://www.unicode.org/copyright.html', 'http://www.unicode.org/copyright.html']"
624,UnixCrypt,UnixCrypt License,False,,False,https://spdx.org/licenses/UnixCrypt.json,98,https://spdx.org/licenses/UnixCrypt.html,"['https://foss.heptapod.net/python-libs/passlib/-/blob/branch/stable/LICENSE#L70', 'https://opensource.apple.com/source/JBoss/JBoss-737/jboss-all/jetty/src/main/org/mortbay/util/UnixCrypt.java.auto.html', 'https://archive.eclipse.org/jetty/8.0.1.v20110908/xref/org/eclipse/jetty/http/security/UnixCrypt.html']"
625,Unlicense,The Unlicense,True,True,False,https://spdx.org/licenses/Unlicense.json,218,https://spdx.org/licenses/Unlicense.html,['https://unlicense.org/']
626,UPL-1.0,Universal Permissive License v1.0,True,True,False,https://spdx.org/licenses/UPL-1.0.json,5,https://spdx.org/licenses/UPL-1.0.html,['https://opensource.org/licenses/UPL']
627,URT-RLE,Utah Raster Toolkit Run Length Encoded License,False,,False,https://spdx.org/licenses/URT-RLE.json,162,https://spdx.org/licenses/URT-RLE.html,"['https://sourceforge.net/p/netpbm/code/HEAD/tree/super_stable/converter/other/pnmtorle.c', 'https://sourceforge.net/p/netpbm/code/HEAD/tree/super_stable/converter/other/rletopnm.c']"
628,Vim,Vim License,False,True,False,https://spdx.org/licenses/Vim.json,548,https://spdx.org/licenses/Vim.html,['http://vimdoc.sourceforge.net/htmldoc/uganda.html']
629,VOSTROM,VOSTROM Public License for Open Source,False,,False,https://spdx.org/licenses/VOSTROM.json,543,https://spdx.org/licenses/VOSTROM.html,['https://fedoraproject.org/wiki/Licensing/VOSTROM']
630,VSL-1.0,Vovida Software License v1.0,True,,False,https://spdx.org/licenses/VSL-1.0.json,109,https://spdx.org/licenses/VSL-1.0.html,['https://opensource.org/licenses/VSL-1.0']
631,W3C,W3C Software Notice and License (2002-12-31),True,True,False,https://spdx.org/licenses/W3C.json,18,https://spdx.org/licenses/W3C.html,"['http://www.w3.org/Consortium/Legal/2002/copyright-software-20021231.html', 'https://opensource.org/licenses/W3C']"
632,W3C-19980720,W3C Software Notice and License (1998-07-20),False,,False,https://spdx.org/licenses/W3C-19980720.json,628,https://spdx.org/licenses/W3C-19980720.html,['http://www.w3.org/Consortium/Legal/copyright-software-19980720.html']
633,W3C-20150513,W3C Software Notice and Document License (2015-05-13),True,,False,https://spdx.org/licenses/W3C-20150513.json,315,https://spdx.org/licenses/W3C-20150513.html,"['https://www.w3.org/Consortium/Legal/2015/copyright-software-and-document', 'https://www.w3.org/copyright/software-license-2015/', 'https://www.w3.org/copyright/software-license-2023/']"
634,w3m,w3m License,False,,False,https://spdx.org/licenses/w3m.json,385,https://spdx.org/licenses/w3m.html,['https://github.com/tats/w3m/blob/master/COPYING']
635,Watcom-1.0,Sybase Open Watcom Public License 1.0,True,False,False,https://spdx.org/licenses/Watcom-1.0.json,613,https://spdx.org/licenses/Watcom-1.0.html,['https://opensource.org/licenses/Watcom-1.0']
636,Widget-Workshop,Widget Workshop License,False,,False,https://spdx.org/licenses/Widget-Workshop.json,264,https://spdx.org/licenses/Widget-Workshop.html,['https://github.com/novnc/noVNC/blob/master/core/crypto/des.js#L24']
637,Wsuipa,Wsuipa License,False,,False,https://spdx.org/licenses/Wsuipa.json,195,https://spdx.org/licenses/Wsuipa.html,['https://fedoraproject.org/wiki/Licensing/Wsuipa']
638,WTFPL,Do What The F*ck You Want To Public License,False,True,False,https://spdx.org/licenses/WTFPL.json,175,https://spdx.org/licenses/WTFPL.html,"['http://www.wtfpl.net/about/', 'http://sam.zoy.org/wtfpl/COPYING']"
639,wxWindows,wxWindows Library License,True,,True,https://spdx.org/licenses/wxWindows.json,432,https://spdx.org/licenses/wxWindows.html,['https://opensource.org/licenses/WXwindows']
640,X11,X11 License,False,True,False,https://spdx.org/licenses/X11.json,273,https://spdx.org/licenses/X11.html,['http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3']
641,X11-distribute-modifications-variant,X11 License Distribution Modification Variant,False,,False,https://spdx.org/licenses/X11-distribute-modifications-variant.json,274,https://spdx.org/licenses/X11-distribute-modifications-variant.html,['https://github.com/mirror/ncurses/blob/master/COPYING']
642,X11-swapped,X11 swapped final paragraphs,False,,False,https://spdx.org/licenses/X11-swapped.json,31,https://spdx.org/licenses/X11-swapped.html,['https://github.com/fedeinthemix/chez-srfi/blob/master/srfi/LICENSE']
643,Xdebug-1.03,Xdebug License v 1.03,False,,False,https://spdx.org/licenses/Xdebug-1.03.json,470,https://spdx.org/licenses/Xdebug-1.03.html,['https://github.com/xdebug/xdebug/blob/master/LICENSE']
644,Xerox,Xerox License,False,,False,https://spdx.org/licenses/Xerox.json,416,https://spdx.org/licenses/Xerox.html,['https://fedoraproject.org/wiki/Licensing/Xerox']
645,Xfig,Xfig License,False,,False,https://spdx.org/licenses/Xfig.json,63,https://spdx.org/licenses/Xfig.html,"['https://github.com/Distrotech/transfig/blob/master/transfig/transfig.c', 'https://fedoraproject.org/wiki/Licensing:MIT#Xfig_Variant', 'https://sourceforge.net/p/mcj/xfig/ci/master/tree/src/Makefile.am']"
646,XFree86-1.1,XFree86 License 1.1,False,True,False,https://spdx.org/licenses/XFree86-1.1.json,310,https://spdx.org/licenses/XFree86-1.1.html,['http://www.xfree86.org/current/LICENSE4.html']
647,xinetd,xinetd License,False,True,False,https://spdx.org/licenses/xinetd.json,405,https://spdx.org/licenses/xinetd.html,['https://fedoraproject.org/wiki/Licensing/Xinetd_License']
648,xkeyboard-config-Zinoviev,xkeyboard-config Zinoviev License,False,,False,https://spdx.org/licenses/xkeyboard-config-Zinoviev.json,55,https://spdx.org/licenses/xkeyboard-config-Zinoviev.html,['https://gitlab.freedesktop.org/xkeyboard-config/xkeyboard-config/-/blob/master/COPYING?ref_type=heads#L178']
649,xlock,xlock License,False,,False,https://spdx.org/licenses/xlock.json,140,https://spdx.org/licenses/xlock.html,['https://fossies.org/linux/tiff/contrib/ras/ras2tif.c']
650,Xnet,X.Net License,True,,False,https://spdx.org/licenses/Xnet.json,638,https://spdx.org/licenses/Xnet.html,['https://opensource.org/licenses/Xnet']
651,xpp,XPP License,False,,False,https://spdx.org/licenses/xpp.json,241,https://spdx.org/licenses/xpp.html,['https://fedoraproject.org/wiki/Licensing/xpp']
652,XSkat,XSkat License,False,,False,https://spdx.org/licenses/XSkat.json,534,https://spdx.org/licenses/XSkat.html,['https://fedoraproject.org/wiki/Licensing/XSkat_License']
653,xzoom,xzoom License,False,,False,https://spdx.org/licenses/xzoom.json,338,https://spdx.org/licenses/xzoom.html,['https://metadata.ftp-master.debian.org/changelogs//main/x/xzoom/xzoom_0.3-27_copyright']
654,YPL-1.0,Yahoo! Public License v1.0,False,,False,https://spdx.org/licenses/YPL-1.0.json,505,https://spdx.org/licenses/YPL-1.0.html,['http://www.zimbra.com/license/yahoo_public_license_1.0.html']
655,YPL-1.1,Yahoo! Public License v1.1,False,True,False,https://spdx.org/licenses/YPL-1.1.json,535,https://spdx.org/licenses/YPL-1.1.html,['http://www.zimbra.com/license/yahoo_public_license_1.1.html']
656,Zed,Zed License,False,,False,https://spdx.org/licenses/Zed.json,499,https://spdx.org/licenses/Zed.html,['https://fedoraproject.org/wiki/Licensing/Zed']
657,Zeeff,Zeeff License,False,,False,https://spdx.org/licenses/Zeeff.json,381,https://spdx.org/licenses/Zeeff.html,['ftp://ftp.tin.org/pub/news/utils/newsx/newsx-1.6.tar.gz']
658,Zend-2.0,Zend License v2.0,False,True,False,https://spdx.org/licenses/Zend-2.0.json,52,https://spdx.org/licenses/Zend-2.0.html,['https://web.archive.org/web/20130517195954/http://www.zend.com/license/2_00.txt']
659,Zimbra-1.3,Zimbra Public License v1.3,False,True,False,https://spdx.org/licenses/Zimbra-1.3.json,574,https://spdx.org/licenses/Zimbra-1.3.html,['http://web.archive.org/web/20100302225219/http://www.zimbra.com/license/zimbra-public-license-1-3.html']
660,Zimbra-1.4,Zimbra Public License v1.4,False,,False,https://spdx.org/licenses/Zimbra-1.4.json,235,https://spdx.org/licenses/Zimbra-1.4.html,['http://www.zimbra.com/legal/zimbra-public-license-1-4']
661,Zlib,zlib License,True,True,False,https://spdx.org/licenses/Zlib.json,73,https://spdx.org/licenses/Zlib.html,"['http://www.zlib.net/zlib_license.html', 'https://opensource.org/licenses/Zlib']"
662,zlib-acknowledgement,zlib/libpng License with Acknowledgement,False,,False,https://spdx.org/licenses/zlib-acknowledgement.json,370,https://spdx.org/licenses/zlib-acknowledgement.html,['https://fedoraproject.org/wiki/Licensing/ZlibWithAcknowledgement']
663,ZPL-1.1,Zope Public License 1.1,False,,False,https://spdx.org/licenses/ZPL-1.1.json,596,https://spdx.org/licenses/ZPL-1.1.html,['http://old.zope.org/Resources/License/ZPL-1.1']
664,ZPL-2.0,Zope Public License 2.0,True,True,False,https://spdx.org/licenses/ZPL-2.0.json,520,https://spdx.org/licenses/ZPL-2.0.html,"['http://old.zope.org/Resources/License/ZPL-2.0', 'https://opensource.org/licenses/ZPL-2.0']"
665,ZPL-2.1,Zope Public License 2.1,True,True,False,https://spdx.org/licenses/ZPL-2.1.json,637,https://spdx.org/licenses/ZPL-2.1.html,['http://old.zope.org/Resources/ZPL/']
